농약명(한글),농약명(영어),식품명,잔류허용기준(mg/kg),max_residue_limit,condition_code
비펜트린,Bifenthrin,들깻잎,10,10,
비펜트린,Bifenthrin,딸기,0.5,0.5,
비펜트린,Bifenthrin,땅콩,0.05†,0.05,†
비펜트린,Bifenthrin,레몬,0.5,0.5,
비펜트린,Bifenthrin,마,0.05,0.05,
비펜트린,Bifenthrin,마(건조),0.05,0.05,
비펜트린,Bifenthrin,마늘,0.05,0.05,
비펜트린,Bifenthrin,망고,0.2,0.2,
비펜트린,Bifenthrin,매실,1,1,
비펜트린,Bifenthrin,머위,1,1,
비펜트린,Bifenthrin,메밀,0.03,0.03,
비펜트린,Bifenthrin,멜론,0.05,0.05,
비펜트린,Bifenthrin,면실,0.4†,0.4,†
비펜트린,Bifenthrin,무(뿌리),0.05,0.05,
비펜트린,Bifenthrin,무(잎),0.5,0.5,
비펜트린,Bifenthrin,무화과,0.2,0.2,
비펜트린,Bifenthrin,미나리,0.3,0.3,
비펜트린,Bifenthrin,밀,0.5†,0.5,†
비펜트린,Bifenthrin,바나나,0.1†,0.1,†
비펜트린,Bifenthrin,바질,3,3,
비펜트린,Bifenthrin,밤,0.05,0.05,
비펜트린,Bifenthrin,방아잎,1,1,
비펜트린,Bifenthrin,배추,0.7,0.7,
비펜트린,Bifenthrin,보리,1.5,1.5,
비펜트린,Bifenthrin,복분자,1.0†,1,†
비펜트린,Bifenthrin,복숭아,0.3,0.3,
비펜트린,Bifenthrin,부추,0.5,0.5,
비펜트린,Bifenthrin,브로콜리,1,1,
비펜트린,Bifenthrin,블루베리,1.8†,1.8,†
비펜트린,Bifenthrin,비트(뿌리),0.1,0.1,
비펜트린,Bifenthrin,살구,0.3,0.3,
비펜트린,Bifenthrin,상추,15,15,
비펜트린,Bifenthrin,생강,0.05,0.05,
비펜트린,Bifenthrin,셀러리,0.3,0.3,
비펜트린,Bifenthrin,소고기,0.5f,0.5,f
비펜트린,Bifenthrin,소부산물,0.05,0.05,
비펜트린,Bifenthrin,수박,0.05,0.05,
비펜트린,Bifenthrin,수삼,0.5,0.5,
비펜트린,Bifenthrin,수수,0.5,0.5,
비펜트린,Bifenthrin,순무,0.05,0.05,
비펜트린,Bifenthrin,시금치,7,7,
비펜트린,Bifenthrin,쑥갓,3,3,
비펜트린,Bifenthrin,아로니아,0.5,0.5,
비펜트린,Bifenthrin,아마란스(씨),0.05,0.05,
비펜트린,Bifenthrin,아스파라거스,0.7,0.7,
비펜트린,Bifenthrin,아욱,1,1,
비펜트린,Bifenthrin,알,0.01,0.01,
비펜트린,Bifenthrin,앵두,0.5,0.5,
비펜트린,Bifenthrin,양배추,0.7,0.7,
비펜트린,Bifenthrin,양상추,15,15,
비펜트린,Bifenthrin,양송이버섯,0.03,0.03,
비펜트린,Bifenthrin,양파,0.05,0.05,
비펜트린,Bifenthrin,어수리,5,5,
비펜트린,Bifenthrin,엇갈이배추,2,2,
비펜트린,Bifenthrin,엽경채류,0.07,0.07,
비펜트린,Bifenthrin,엽채류,2,2,
비펜트린,Bifenthrin,오디,0.7,0.7,
비펜트린,Bifenthrin,오렌지,0.5,0.5,
비펜트린,Bifenthrin,오미자,0.5,0.5,
비펜트린,Bifenthrin,오이,0.5,0.5,
비펜트린,Bifenthrin,옥수수,0.05†,0.05,†
비펜트린,Bifenthrin,완두,0.05,0.05,
비펜트린,Bifenthrin,용과,0.1,0.1,
비펜트린,Bifenthrin,우엉,0.07,0.07,
비펜트린,Bifenthrin,우엉잎,8,8,
비펜트린,Bifenthrin,유,0.05,0.05,
비펜트린,Bifenthrin,유자,3,3,
비펜트린,Bifenthrin,유채,3,3,
비펜트린,Bifenthrin,인과류,0.5,0.5,
비펜트린,Bifenthrin,자두,0.1,0.1,
비펜트린,Bifenthrin,차,30†,30,†
비펜트린,Bifenthrin,차즈기(잎),0.05,0.05,
비펜트린,Bifenthrin,참깨,0.1,0.1,
비펜트린,Bifenthrin,참나물,7,7,
비펜트린,Bifenthrin,참외,0.1,0.1,
비펜트린,Bifenthrin,청경채,9,9,
비펜트린,Bifenthrin,체리,0.5,0.5,
비펜트린,Bifenthrin,취나물,3,3,
비펜트린,Bifenthrin,치커리,6,6,
비펜트린,Bifenthrin,치커리(뿌리),0.07,0.07,
비펜트린,Bifenthrin,케일,8,8,
비펜트린,Bifenthrin,크랜베리,1.5†,1.5,†
비펜트린,Bifenthrin,키위,0.05,0.05,
비펜트린,Bifenthrin,토란,0.05,0.05,
비펜트린,Bifenthrin,토마토,0.5,0.5,
비펜트린,Bifenthrin,파,0.7,0.7,
비펜트린,Bifenthrin,파슬리,8,8,
비펜트린,Bifenthrin,팥,0.05,0.05,
비펜트린,Bifenthrin,포도,0.5,0.5,
비펜트린,Bifenthrin,표고버섯,0.05,0.05,
비펜트린,Bifenthrin,풋마늘,0.2,0.2,
비펜트린,Bifenthrin,풋콩,0.5,0.5,
비펜트린,Bifenthrin,피,0.05,0.05,
비펜트린,Bifenthrin,피망,1,1,
비펜트린,Bifenthrin,해바라기씨,1,1,
비펜트린,Bifenthrin,향신열매,0.05,0.05,
비펜트린,Bifenthrin,호박,0.2,0.2,
비펜트린,Bifenthrin,호박잎,8,8,
비펜트린,Bifenthrin,호프,10†,10,†
비펜트린,Bifenthrin,홍화씨,0.2,0.2,
빅사펜,Bixafen,귀리,0.4†,0.4,†
빅사펜,Bixafen,땅콩,0.01†,0.01,†
빅사펜,Bixafen,면실,0.1†,0.1,†
빅사펜,Bixafen,밀,0.2†,0.2,†
빅사펜,Bixafen,보리,1.0†,1,†
빅사펜,Bixafen,옥수수,0.01†,0.01,†
빅사펜,Bixafen,유채씨,0.02†,0.02,†
빅사펜,Bixafen,해바라기씨,2.0†,2,†
빅사펜,Bixafen,호밀,0.05†,0.05,†
빈클로졸린,Vinclozolin,달걀,0.05,0.05,
빈클로졸린,Vinclozolin,닭고기,0.05,0.05,
빈클로졸린,Vinclozolin,소고기,0.05,0.05,
빈클로졸린,Vinclozolin,우유,0.05,0.05,
사-시피에이,"4-CPA, 4-Chlorophenoxy acetate",가지,0.05,0.05,
사-시피에이,"4-CPA, 4-Chlorophenoxy acetate",참외,0.05,0.05,
사-시피에이,"4-CPA, 4-Chlorophenoxy acetate",토마토,0.05,0.05,
사-시피에이,"4-CPA, 4-Chlorophenoxy acetate",호박,0.05,0.05,
사-시피에이,"4-CPA, 4-Chlorophenoxy acetate",호박잎,0.05,0.05,
사이로마진,Cyromazine,느타리버섯,3,3,
사이로마진,Cyromazine,수박,0.1,0.1,
사이로마진,Cyromazine,참외,0.5,0.5,
사이목사닐,Cymoxanil,감자,0.1,0.1,
사이목사닐,Cymoxanil,건삼,0.2,0.2,
사이목사닐,Cymoxanil,겨자채,5,5,
사이목사닐,Cymoxanil,고추,0.5,0.5,
사이목사닐,Cymoxanil,고춧잎,3,3,
사이목사닐,Cymoxanil,근대,2,2,
사이목사닐,Cymoxanil,들깻잎,7,7,
사이목사닐,Cymoxanil,딸기,0.5,0.5,
사이목사닐,Cymoxanil,마늘,0.05,0.05,
사이목사닐,Cymoxanil,멜론,0.5,0.5,
사이목사닐,Cymoxanil,무(뿌리),0.03,0.03,
사이목사닐,Cymoxanil,무(잎),0.05,0.05,
사이목사닐,Cymoxanil,배추,0.2,0.2,
사이목사닐,Cymoxanil,배추(건조),3,3,
사이목사닐,Cymoxanil,부추,0.1,0.1,
사이목사닐,Cymoxanil,상추,19†,19,†
사이목사닐,Cymoxanil,생강,0.05,0.05,
사이목사닐,Cymoxanil,셀러리,15,15,
사이목사닐,Cymoxanil,수박,0.1,0.1,
사이목사닐,Cymoxanil,수삼,0.2,0.2,
사이목사닐,Cymoxanil,시금치,19†,19,†
사이목사닐,Cymoxanil,쑥갓,5,5,
사이목사닐,Cymoxanil,아욱,5,5,
사이목사닐,Cymoxanil,양배추,0.1,0.1,
사이목사닐,Cymoxanil,양상추,4.0†,4,†
사이목사닐,Cymoxanil,양파,0.1,0.1,
사이목사닐,Cymoxanil,엇갈이배추,0.5,0.5,
사이목사닐,Cymoxanil,엽경채류,0.2,0.2,
사이목사닐,Cymoxanil,엽채류,2,2,
사이목사닐,Cymoxanil,오이,0.3,0.3,
사이목사닐,Cymoxanil,우엉,0.05,0.05,
사이목사닐,Cymoxanil,우엉잎,0.05,0.05,
사이목사닐,Cymoxanil,유채,5,5,
사이목사닐,Cymoxanil,인삼농축액,0.2,0.2,
사이목사닐,Cymoxanil,참깨,0.2,0.2,
사이목사닐,Cymoxanil,참나물,5,5,
사이목사닐,Cymoxanil,참외,0.1,0.1,
사이목사닐,Cymoxanil,치커리,5,5,
사이목사닐,Cymoxanil,치커리(뿌리),0.05,0.05,
사이목사닐,Cymoxanil,토마토,0.5,0.5,
사이목사닐,Cymoxanil,파,0.1,0.1,
사이목사닐,Cymoxanil,파슬리,5,5,
사이목사닐,Cymoxanil,포도,0.5,0.5,
사이목사닐,Cymoxanil,풋마늘,0.05,0.05,
사이목사닐,Cymoxanil,피망,0.1,0.1,
사이목사닐,Cymoxanil,호프,1.5†,1.5,†
사이목사닐,Cymoxanil,홍삼,0.2,0.2,
사이목사닐,Cymoxanil,홍삼농축액,0.2,0.2,
사이아조파미드,Cyazofamid,가지,0.5,0.5,
사이아조파미드,Cyazofamid,감귤,0.5,0.5,
사이아조파미드,Cyazofamid,감자,0.1,0.1,
사이아조파미드,Cyazofamid,건삼,0.3,0.3,
사이아조파미드,Cyazofamid,고추,2,2,
사이아조파미드,Cyazofamid,구기자(건조),0.3,0.3,
사이아조파미드,Cyazofamid,근대,10,10,
사이아조파미드,Cyazofamid,대두,0.05,0.05,
사이아조파미드,Cyazofamid,대추,3,3,
사이아조파미드,Cyazofamid,대추(건조),3,3,
사이아조파미드,Cyazofamid,더덕,0.15,0.15,
사이아조파미드,Cyazofamid,들깨,0.3,0.3,
사이아조파미드,Cyazofamid,딸기,0.2,0.2,
사이아조파미드,Cyazofamid,마가목(열매),10,10,
사이아조파미드,Cyazofamid,마늘,0.05,0.05,
사이아조파미드,Cyazofamid,망고,0.7,0.7,
사이아조파미드,Cyazofamid,멜론,0.5,0.5,
사이아조파미드,Cyazofamid,무(뿌리),0.05,0.05,
사이아조파미드,Cyazofamid,무화과,2,2,
사이아조파미드,Cyazofamid,박,0.5,0.5,
사이아조파미드,Cyazofamid,배,0.2,0.2,
사이아조파미드,Cyazofamid,배추,0.7,0.7,
사이아조파미드,Cyazofamid,복숭아,1,1,
사이아조파미드,Cyazofamid,부추,10,10,
사이아조파미드,Cyazofamid,브로콜리,0.7,0.7,
사이아조파미드,Cyazofamid,블루베리,0.05,0.05,
사이아조파미드,Cyazofamid,사과,0.7,0.7,
사이아조파미드,Cyazofamid,상추,15,15,
사이아조파미드,Cyazofamid,생강,0.5,0.5,
사이아조파미드,Cyazofamid,수박,1,1,
사이아조파미드,Cyazofamid,수삼,0.3,0.3,
사이아조파미드,Cyazofamid,순무,0.05,0.05,
사이아조파미드,Cyazofamid,시금치,10,10,
사이아조파미드,Cyazofamid,쑥갓,15,15,
사이아조파미드,Cyazofamid,양배추,1,1,
사이아조파미드,Cyazofamid,양상추,15,15,
사이아조파미드,Cyazofamid,양파,1.5†,1.5,†
사이아조파미드,Cyazofamid,엇갈이배추,2,2,
사이아조파미드,Cyazofamid,엽경채류,2,2,
사이아조파미드,Cyazofamid,엽채류,10,10,
사이아조파미드,Cyazofamid,오미자(건조),7,7,
사이아조파미드,Cyazofamid,오이,0.5,0.5,
사이아조파미드,Cyazofamid,우엉,0.3,0.3,
사이아조파미드,Cyazofamid,유자,2,2,
사이아조파미드,Cyazofamid,유채씨,0.1,0.1,
사이아조파미드,Cyazofamid,인삼농축액,1,1,
사이아조파미드,Cyazofamid,조,2,2,
사이아조파미드,Cyazofamid,참깨,0.1,0.1,
사이아조파미드,Cyazofamid,참외,0.5,0.5,
사이아조파미드,Cyazofamid,토마토,2,2,
사이아조파미드,Cyazofamid,파,5,5,
사이아조파미드,Cyazofamid,패션프루트,1.5,1.5,
사이아조파미드,Cyazofamid,포도,2,2,
사이아조파미드,Cyazofamid,풋콩,3,3,
사이아조파미드,Cyazofamid,피망,2,2,
사이아조파미드,Cyazofamid,해바라기씨,0.3,0.3,
사이아조파미드,Cyazofamid,호박,0.05,0.05,
사이아조파미드,Cyazofamid,호프,15†,15,†
사이아조파미드,Cyazofamid,홍삼,0.3,0.3,
사이아조파미드,Cyazofamid,홍삼농축액,1,1,
사이아조파미드,Cyazofamid,홍화씨,0.2,0.2,
사이안트라닐리프롤,Cyantraniliprole,가금류고기,0.02,0.02,
사이안트라닐리프롤,Cyantraniliprole,가금류부산물,0.15,0.15,
사이안트라닐리프롤,Cyantraniliprole,가금류지방,0.04,0.04,
사이안트라닐리프롤,Cyantraniliprole,가지,0.5,0.5,
사이안트라닐리프롤,Cyantraniliprole,감,0.1,0.1,
사이안트라닐리프롤,Cyantraniliprole,감귤류,0.7†,0.7,†
사이안트라닐리프롤,Cyantraniliprole,감자,0.05†,0.05,†
사이안트라닐리프롤,Cyantraniliprole,갓,3,3,
사이안트라닐리프롤,Cyantraniliprole,강낭콩,0.07†,0.07,†
사이안트라닐리프롤,Cyantraniliprole,갯개미자리,1.5,1.5,
사이안트라닐리프롤,Cyantraniliprole,갯기름나물,10,10,
사이안트라닐리프롤,Cyantraniliprole,겨자채,10,10,
사이안트라닐리프롤,Cyantraniliprole,견과류,0.04†,0.04,†
사이안트라닐리프롤,Cyantraniliprole,경수채,15,15,
사이안트라닐리프롤,Cyantraniliprole,고구마,0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,고구마줄기,0.3,0.3,
사이안트라닐리프롤,Cyantraniliprole,고려엉겅퀴,15,15,
사이안트라닐리프롤,Cyantraniliprole,고추,1,1,
사이안트라닐리프롤,Cyantraniliprole,고추냉이(뿌리),0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,고추냉이(잎),9,9,
사이안트라닐리프롤,Cyantraniliprole,구기자(건조),2,2,
사이안트라닐리프롤,Cyantraniliprole,귀리,0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,근대,10,10,
사이안트라닐리프롤,Cyantraniliprole,기장,1,1,
사이안트라닐리프롤,Cyantraniliprole,꾸지뽕(열매),1.5,1.5,
사이안트라닐리프롤,Cyantraniliprole,냉이,9,9,
사이안트라닐리프롤,Cyantraniliprole,녹두,0.2,0.2,
사이안트라닐리프롤,Cyantraniliprole,당귀(잎),10,10,
사이안트라닐리프롤,Cyantraniliprole,당근,0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,대두,0.4†,0.4,†
사이안트라닐리프롤,Cyantraniliprole,대추,1,1,
사이안트라닐리프롤,Cyantraniliprole,대추(건조),1.5,1.5,
사이안트라닐리프롤,Cyantraniliprole,더덕,0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,도라지,0.03,0.03,
사이안트라닐리프롤,Cyantraniliprole,돌나물,10,10,
사이안트라닐리프롤,Cyantraniliprole,동부,0.1,0.1,
사이안트라닐리프롤,Cyantraniliprole,들깨,2,2,
사이안트라닐리프롤,Cyantraniliprole,들깻잎,15,15,
사이안트라닐리프롤,Cyantraniliprole,딸기,0.7,0.7,
사이안트라닐리프롤,Cyantraniliprole,땅콩,0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,루꼴라,15,15,
사이안트라닐리프롤,Cyantraniliprole,마늘,0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,망고,0.7†,0.7,†
사이안트라닐리프롤,Cyantraniliprole,매실,0.5,0.5,
사이안트라닐리프롤,Cyantraniliprole,머위,1,1,
사이안트라닐리프롤,Cyantraniliprole,메밀,15,15,
사이안트라닐리프롤,Cyantraniliprole,멜론,0.3†,0.3,†
사이안트라닐리프롤,Cyantraniliprole,면실,1.5†,1.5,†
사이안트라닐리프롤,Cyantraniliprole,모과,0.1,0.1,
사이안트라닐리프롤,Cyantraniliprole,무(뿌리),0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,무(잎),2,2,
사이안트라닐리프롤,Cyantraniliprole,무화과,0.5,0.5,
사이안트라닐리프롤,Cyantraniliprole,미나리,7,7,
사이안트라닐리프롤,Cyantraniliprole,밀,0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,배,0.2,0.2,
사이안트라닐리프롤,Cyantraniliprole,배추,0.7,0.7,
사이안트라닐리프롤,Cyantraniliprole,보리,0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,복분자,0.3,0.3,
사이안트라닐리프롤,Cyantraniliprole,복숭아,1.5†,1.5,†
사이안트라닐리프롤,Cyantraniliprole,부추,2,2,
사이안트라닐리프롤,Cyantraniliprole,브로콜리,0.7,0.7,
사이안트라닐리프롤,Cyantraniliprole,블루베리,4.0†,4,†
사이안트라닐리프롤,Cyantraniliprole,비름나물,9,9,
사이안트라닐리프롤,Cyantraniliprole,비트(뿌리),0.1,0.1,
사이안트라닐리프롤,Cyantraniliprole,비트(잎),20,20,
사이안트라닐리프롤,Cyantraniliprole,사과,0.1,0.1,
사이안트라닐리프롤,Cyantraniliprole,살구,0.5,0.5,
사이안트라닐리프롤,Cyantraniliprole,상추,5,5,
사이안트라닐리프롤,Cyantraniliprole,생강,0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,석류,0.2,0.2,
사이안트라닐리프롤,Cyantraniliprole,셀러리,15†,15,†
사이안트라닐리프롤,Cyantraniliprole,수박,0.3,0.3,
사이안트라닐리프롤,Cyantraniliprole,수수,3,3,
사이안트라닐리프롤,Cyantraniliprole,순무,0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,시금치,3,3,
사이안트라닐리프롤,Cyantraniliprole,신선초,15,15,
사이안트라닐리프롤,Cyantraniliprole,쌀,0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,쑥갓,15,15,
사이안트라닐리프롤,Cyantraniliprole,씀바귀,7,7,
사이안트라닐리프롤,Cyantraniliprole,아로니아,1.5,1.5,
사이안트라닐리프롤,Cyantraniliprole,아마란스(씨),0.1,0.1,
사이안트라닐리프롤,Cyantraniliprole,아스파라거스,3,3,
사이안트라닐리프롤,Cyantraniliprole,아욱,10,10,
사이안트라닐리프롤,Cyantraniliprole,알,0.2,0.2,
사이안트라닐리프롤,Cyantraniliprole,양배추,2,2,
사이안트라닐리프롤,Cyantraniliprole,양상추,5.0†,5,†
사이안트라닐리프롤,Cyantraniliprole,양파,0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,엇갈이배추,2,2,
사이안트라닐리프롤,Cyantraniliprole,여주,0.3,0.3,
사이안트라닐리프롤,Cyantraniliprole,엽경채류,2,2,
사이안트라닐리프롤,Cyantraniliprole,엽채류,3,3,
사이안트라닐리프롤,Cyantraniliprole,오디,1.5,1.5,
사이안트라닐리프롤,Cyantraniliprole,오미자,0.3,0.3,
사이안트라닐리프롤,Cyantraniliprole,오이,0.5,0.5,
사이안트라닐리프롤,Cyantraniliprole,오크라,1,1,
사이안트라닐리프롤,Cyantraniliprole,옥수수,0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,올리브(열매),1.5†,1.5,†
사이안트라닐리프롤,Cyantraniliprole,완두,0.2,0.2,
사이안트라닐리프롤,Cyantraniliprole,우엉,0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,우엉잎,15,15,
사이안트라닐리프롤,Cyantraniliprole,원추리,10,10,
사이안트라닐리프롤,Cyantraniliprole,유,0.6,0.6,
사이안트라닐리프롤,Cyantraniliprole,유채,3,3,
사이안트라닐리프롤,Cyantraniliprole,유채씨,0.8†,0.8,†
사이안트라닐리프롤,Cyantraniliprole,자두,0.5†,0.5,†
사이안트라닐리프롤,Cyantraniliprole,조,0.2,0.2,
사이안트라닐리프롤,Cyantraniliprole,참깨,0.2,0.2,
사이안트라닐리프롤,Cyantraniliprole,참나물,10,10,
사이안트라닐리프롤,Cyantraniliprole,참외,0.5,0.5,
사이안트라닐리프롤,Cyantraniliprole,청경채,0.5,0.5,
사이안트라닐리프롤,Cyantraniliprole,체리,6.0†,6,†
사이안트라닐리프롤,Cyantraniliprole,취나물,15,15,
사이안트라닐리프롤,Cyantraniliprole,치커리,10,10,
사이안트라닐리프롤,Cyantraniliprole,커피원두,0.03†,0.03,†
사이안트라닐리프롤,Cyantraniliprole,케일,10,10,
사이안트라닐리프롤,Cyantraniliprole,크랜베리,0.08†,0.08,†
사이안트라닐리프롤,Cyantraniliprole,토란,0.05,0.05,
사이안트라닐리프롤,Cyantraniliprole,토란(줄기),0.07,0.07,
사이안트라닐리프롤,Cyantraniliprole,토마토,0.5,0.5,
사이안트라닐리프롤,Cyantraniliprole,파,2,2,
사이안트라닐리프롤,Cyantraniliprole,파슬리,10,10,
사이안트라닐리프롤,Cyantraniliprole,팥,0.2,0.2,
사이안트라닐리프롤,Cyantraniliprole,패션프루트,0.7,0.7,
사이안트라닐리프롤,Cyantraniliprole,포도,1,1,
사이안트라닐리프롤,Cyantraniliprole,포유류고기,0.2,0.2,
사이안트라닐리프롤,Cyantraniliprole,포유류부산물,1.5,1.5,
사이안트라닐리프롤,Cyantraniliprole,포유류지방,0.5,0.5,
사이안트라닐리프롤,Cyantraniliprole,풋마늘,7,7,
사이안트라닐리프롤,Cyantraniliprole,풋콩,3,3,
사이안트라닐리프롤,Cyantraniliprole,피망,1,1,
사이안트라닐리프롤,Cyantraniliprole,해바라기씨,0.5†,0.5,†
사이안트라닐리프롤,Cyantraniliprole,호박,0.3,0.3,
사이안트라닐리프롤,Cyantraniliprole,호박잎,15,15,
사이에노피라펜,Cyenopyrafen,가지,2,2,
사이에노피라펜,Cyenopyrafen,감귤,0.5,0.5,
사이에노피라펜,Cyenopyrafen,강낭콩,0.05,0.05,
사이에노피라펜,Cyenopyrafen,갯기름나물,3,3,
사이에노피라펜,Cyenopyrafen,고추,3,3,
사이에노피라펜,Cyenopyrafen,구기자(건조),0.07,0.07,
사이에노피라펜,Cyenopyrafen,녹두,0.05,0.05,
사이에노피라펜,Cyenopyrafen,다래,3,3,
사이에노피라펜,Cyenopyrafen,당귀(잎),3,3,
사이에노피라펜,Cyenopyrafen,대두,0.05,0.05,
사이에노피라펜,Cyenopyrafen,대추,1,1,
사이에노피라펜,Cyenopyrafen,대추(건조),1,1,
사이에노피라펜,Cyenopyrafen,더덕,0.03,0.03,
사이에노피라펜,Cyenopyrafen,도라지,0.03,0.03,
사이에노피라펜,Cyenopyrafen,동부,0.05,0.05,
사이에노피라펜,Cyenopyrafen,두릅,1,1,
사이에노피라펜,Cyenopyrafen,"둥굴레(뿌리, 건조)",0.03,0.03,
사이에노피라펜,Cyenopyrafen,들깨,1,1,
사이에노피라펜,Cyenopyrafen,들깻잎,30,30,
사이에노피라펜,Cyenopyrafen,딸기,2,2,
사이에노피라펜,Cyenopyrafen,땅콩,0.05,0.05,
사이에노피라펜,Cyenopyrafen,레몬,0.5,0.5,
사이에노피라펜,Cyenopyrafen,망고,0.3,0.3,
사이에노피라펜,Cyenopyrafen,매실,2,2,
사이에노피라펜,Cyenopyrafen,머위,10,10,
사이에노피라펜,Cyenopyrafen,멜론,0.07,0.07,
